Age,Workclass,Years of Education,Occupation,Race,Sex,Hour/Week,Country,Classification
29, Private,16, Prof-specialty, White, Male,40, USA, No
30, Private,10, Handlers-cleaners, White, Female,40, USA, No
27, Private,9, Transport-moving, White, Male,40, USA, No
27, Private,10, Business, White, Male,50, USA, No
32, Private,9, Handlers-cleaners, White, Female,45, USA, No
58, Private,6, Other-service, White, Female,8, USA, No
35, Government,10, Protective-serv, White, Male,40, USA, No
21, Private,9, Handlers-cleaners, White, Male,36, USA, No
28, Private,10, Craft-repair, White, Male,40, USA, No
46, Self,10, Business, White, Male,50, USA, No
36, Self,9, Other-service, White, Female,40, USA, No
72, Private,7, Adm-clerical, White, Female,40, USA, No
35, Private,9, Machine-op-inspct, Black, Female,40, USA, No
33, Government,11, Craft-repair, Black, Female,40, USA, Yes
69, Private,7, Machine-op-inspct, White, Female,40, USA, No
35, Private,9, Machine-op-inspct, White, Male,40, USA, No
31, Private,9, Adm-clerical, White, Female,20, ?, No
34, Private,9, Tech-support, White, Female,32, USA, No
30, Private,7, Other-service, White, Male,40, Other, No
28, Private,13, Transport-moving, White, Male,55, USA, No
54, Private,13, Business, White, Male,35, USA, Yes
47, Private,10, Prof-specialty, White, Male,50, USA, Yes
24, Private,9, Handlers-cleaners, Black, Female,40, USA, No
52, Self,13, Prof-specialty, White, Male,60, USA, Yes
20, Private,9, Handlers-cleaners, Other, Male,48, USA, No
43, Self,14, Business, White, Male,45, USA, No
45, Private,4, Other-service, White, Female,40, Other, No
29, Self,9, Craft-repair, White, Male,35, USA, No
47, Private,14, Business, White, Male,42, USA, No
24, Private,9, Craft-repair, White, Male,40, USA, No
51, Private,9, Prof-specialty, White, Male,40, USA, No
17, Private,7, Business, White, Male,12, USA, No
37, Private,11, Craft-repair, White, Male,40, USA, Yes
27, Private,16, Prof-specialty, White, Female,70, USA, No
29, Private,13, Business, White, Male,40, USA, Yes
18, ?,8, ?, White, Male,25, USA, No
36, Self,12, Business, White, Female,35, USA, No
58, Government,13, Prof-specialty, White, Female,40, USA, No
26, Self,10, Craft-repair, White, Male,45, USA, No
65, ?,10, ?, White, Male,30, USA, Yes
57, Private,9, Business, White, Male,40, USA, Yes
59, Private,9, Craft-repair, White, Male,40, USA, No
27, Private,9, Machine-op-inspct, White, Male,40, USA, No
31, Self,13, Tech-support, White, Male,40, USA, No
21, Private,10, Business, White, Female,24, USA, No
29, Private,10, Adm-clerical, White, Male,60, USA, No
18, Private,7, Other-service, White, Male,40, USA, No
52, Private,6, Craft-repair, White, Male,47, USA, Yes
57, Self,13, Prof-specialty, White, Male,80, USA, No
42, ?,9, ?, White, Male,40, USA, No
55, ?,9, ?, Other, Female,40, USA, No
60, Private,4, Transport-moving, White, Male,48, USA, Yes
31, Private,13, Prof-specialty, White, Male,40, Other, Yes
23, Private,13, Adm-clerical, White, Female,40, USA, No
27, Private,9, Business, White, Male,40, USA, No
23, ?,10, ?, Other, Female,25, USA, No
42, Self,15, Prof-specialty, White, Male,50, USA, Yes
25, Private,10, Tech-support, White, Male,40, USA, No
49, Private,13, Prof-specialty, White, Female,45, USA, No
32, Private,13, Tech-support, White, Male,40, USA, No
19, Private,10, Adm-clerical, White, Male,28, USA, No
60, Private,4, Other-service, White, Female,40, USA, No
42, Government,5, Other-service, White, Male,40, USA, No
35, Self,12, Farming-fishing, White, Male,40, USA, No
48, Private,9, Adm-clerical, Black, Female,37, USA, No
51, Private,14, Craft-repair, White, Male,40, USA, Yes
29, Private,9, Craft-repair, Other, Male,40, USA, No
36, Government,9, Business, Black, Male,40, USA, No
17, Private,6, Other-service, White, Female,21, USA, No
52, Private,14, Prof-specialty, White, Female,60, USA, No
24, Private,9, Craft-repair, White, Male,40, USA, No
24, Private,9, Handlers-cleaners, White, Male,50, USA, No
26, Government,13, Prof-specialty, White, Male,40, USA, No
27, Private,13, Other-service, White, Female,20, USA, No
39, Private,9, Handlers-cleaners, White, Male,60, USA, No
30, Private,9, Transport-moving, Black, Male,45, USA, No
50, Self,9, Business, White, Male,32, USA, No
52, Self,13, Business, White, Male,55, USA, No
46, Private,15, Prof-specialty, White, Male,45, USA, Yes
23, Private,13, Business, White, Female,20, USA, No
45, Private,7, Other-service, Black, Female,20, USA, No
65, Private,5, Priv-house-serv, Black, Female,24, USA, No
29, Private,11, Transport-moving, White, Male,55, USA, No
47, Private,5, Handlers-cleaners, White, Male,40, Other, No
30, Private,9, Farming-fishing, Black, Male,60, USA, No
34, Private,9, Business, White, Male,45, USA, Yes
38, Self,9, Business, White, Male,64, USA, No
33, Private,10, Business, White, Male,40, USA, Yes
49, Private,13, Business, White, Male,26, USA, Yes
47, Self,10, Other-service, Black, Female,40, USA, No
49, Government,6, Other-service, Black, Female,40, USA, No
43, Private,10, Craft-repair, White, Male,60, USA, Yes
30, Private,13, Adm-clerical, Black, Female,40, USA, Yes
58, Self,9, Craft-repair, White, Male,60, USA, No
19, Private,9, Other-service, White, Female,14, USA, No
21, Private,13, Handlers-cleaners, White, Male,40, USA, No
33, Private,13, Business, White, Male,60, USA, Yes
47, Self,3, Transport-moving, White, Male,50, Other, No
52, Self,16, Prof-specialty, White, Male,60, USA, Yes
26, Private,9, Craft-repair, White, Male,55, USA, No
60, Private,9, Craft-repair, White, Male,40, USA, No
21, Private,10, Handlers-cleaners, White, Male,40, USA, No
36, Private,10, Business, White, Male,50, USA, Yes
31, Private,10, Craft-repair, White, Male,45, USA, No
50, Self,16, Prof-specialty, White, Male,40, USA, Yes
31, Government,9, Adm-clerical, White, Female,40, USA, No
71, Private,9, Craft-repair, White, Male,15, USA, No
58, ?,9, ?, White, Male,50, USA, No
30, Government,13, Tech-support, White, Male,40, USA, Yes
20, Private,10, Other-service, White, Male,20, USA, No
24, Private,9, Business, White, Male,50, USA, No
35, Private,16, Prof-specialty, Other, Male,40, Other, Yes
38, Government,10, Business, White, Female,45, USA, No
27, Private,9, Machine-op-inspct, White, Female,32, USA, No
29, Government,10, Adm-clerical, Other, Female,40, Other, No
70, ?,5, ?, White, Female,15, USA, No
34, Private,9, Craft-repair, White, Male,45, USA, No
44, Private,4, Craft-repair, White, Male,35, USA, No
43, Private,9, Machine-op-inspct, White, Male,40, USA, Yes
44, Self,8, Handlers-cleaners, Black, Male,40, USA, Yes
35, Private,14, Business, White, Male,60, USA, No
27, Private,10, Prof-specialty, White, Male,40, USA, No
43, Government,14, Prof-specialty, White, Male,38, USA, No
20, Private,10, Business, White, Female,25, USA, No
42, Private,12, Prof-specialty, White, Female,40, USA, Yes
27, Government,10, Transport-moving, White, Male,40, USA, No
42, Private,9, Craft-repair, Black, Male,40, USA, Yes
20, ?,7, ?, Other, Female,40, Other, No
24, Private,5, Machine-op-inspct, White, Male,40, USA, No
48, Government,10, Business, White, Male,40, USA, No
17, ?,7, ?, White, Female,20, USA, No
17, Self,7, Farming-fishing, White, Male,10, USA, No
33, Private,13, Business, White, Male,40, USA, Yes
50, Self,9, Business, White, Male,50, USA, Yes
22, Private,9, Business, White, Female,40, USA, No
17, Private,8, Other-service, White, Male,16, USA, No
32, Private,10, Adm-clerical, White, Male,40, Other, No
31, Private,9, Craft-repair, White, Male,45, USA, No
58, Self,9, Business, White, Male,50, USA, No
29, Government,9, Protective-serv, White, Male,48, USA, No
37, Private,11, Craft-repair, White, Male,40, Other, Yes
34, Self,9, Craft-repair, White, Male,40, USA, Yes
23, Government,10, Business, Black, Male,40, USA, No
18, Government,7, Adm-clerical, White, Female,5, USA, No
34, Private,9, Business, White, Female,40, USA, No
66, ?,4, ?, White, Male,4, USA, No
45, Government,13, Prof-specialty, White, Female,55, USA, No
41, Private,14, Business, White, Male,35, Other, No
26, Private,9, Other-service, White, Male,30, USA, No
54, Government,10, Farming-fishing, White, Male,40, USA, No
24, Private,10, Machine-op-inspct, Black, Female,45, USA, No
42, Private,10, Prof-specialty, White, Male,50, USA, No
20, Private,10, Prof-specialty, White, Male,20, USA, No
23, Government,13, Tech-support, White, Female,20, USA, No
25, ?,12, ?, White, Male,45, USA, No
35, Private,14, Prof-specialty, White, Male,60, USA, Yes
31, Private,14, Tech-support, White, Male,40, USA, Yes
30, Private,13, Prof-specialty, White, Female,40, Other, No
19, Private,9, Business, White, Female,20, USA, No
36, Government,13, Prof-specialty, White, Male,50, USA, No
31, Private,13, Business, White, Female,40, Other, No
21, Private,10, Handlers-cleaners, White, Male,30, USA, No
31, Self,10, Craft-repair, White, Male,40, USA, No
46, Private,16, Prof-specialty, White, Female,65, USA, Yes
44, Private,13, Business, White, Female,50, USA, Yes
40, Private,8, Other-service, Black, Male,40, Other, No
45, Private,10, Business, Black, Male,40, USA, No
60, Private,9, Craft-repair, White, Male,35, USA, No
18, Private,7, Other-service, White, Male,25, USA, No
28, Private,13, Prof-specialty, White, Male,40, USA, No
36, Private,10, Adm-clerical, Black, Female,40, USA, No
36, Private,13, Prof-specialty, White, Male,40, ?, No
40, Private,11, Tech-support, White, Male,40, USA, No
36, Government,13, Adm-clerical, White, Female,35, Other, No
31, Private,9, Other-service, Black, Female,40, USA, No
33, Private,9, Machine-op-inspct, White, Male,40, USA, No
19, Government,9, Tech-support, White, Female,40, USA, No
22, Private,10, Business, White, Female,15, USA, No
34, Private,13, Business, White, Male,45, USA, Yes
33, Private,9, Other-service, White, Male,40, USA, No
41, Private,9, Craft-repair, White, Male,60, USA, No
29, Private,13, Prof-specialty, White, Male,40, USA, No
50, Government,9, Business, White, Male,42, USA, Yes
42, Private,13, Business, White, Male,45, USA, Yes
43, Private,13, Prof-specialty, White, Male,40, ?, Yes
44, Private,9, Business, White, Female,40, USA, No
20, Private,10, Other-service, White, Female,20, USA, No
31, Private,9, Other-service, White, Male,40, Other, No
65, Self,7, Business, White, Male,59, ?, Yes
23, Private,10, Other-service, White, Female,24, USA, No
55, Private,10, Adm-clerical, Other, Female,40, USA, No
26, Private,11, Adm-clerical, White, Male,45, USA, No
25, Private,11, Other-service, White, Female,15, USA, No
45, ?,10, ?, Black, Female,40, USA, No
35, Private,10, Craft-repair, White, Male,40, USA, No
36, Private,10, Business, Black, Female,36, USA, No
43, Government,13, Prof-specialty, White, Male,50, USA, No
56, Private,9, Other-service, Black, Female,20, USA, No
42, Private,13, Tech-support, White, Male,40, USA, Yes
19, Private,10, Other-service, White, Female,25, USA, No
55, Self,9, Transport-moving, White, Male,72, USA, No
42, Private,14, Business, White, Female,50, USA, Yes
26, Private,11, Tech-support, White, Male,40, USA, No
17, Private,8, Handlers-cleaners, White, Male,20, USA, No
42, Government,13, Prof-specialty, White, Female,40, USA, Yes
55, Private,9, Transport-moving, White, Male,40, USA, Yes
32, Private,10, Adm-clerical, Black, Female,40, USA, No
29, Private,7, Craft-repair, Black, Male,40, Other, No
46, Government,13, Prof-specialty, White, Male,37, USA, No
29, Government,13, Business, White, Male,40, USA, Yes
22, Private,13, Prof-specialty, White, Male,20, USA, No
58, Self,6, Craft-repair, White, Male,40, USA, No
23, Private,9, Transport-moving, White, Male,50, USA, No
39, Private,9, Handlers-cleaners, White, Male,40, USA, No
27, Private,11, Craft-repair, White, Male,38, USA, No
54, Private,9, Transport-moving, White, Male,40, USA, Yes
33, Government,13, Prof-specialty, White, Female,45, USA, No
46, Government,9, Adm-clerical, White, Female,40, USA, Yes
37, Private,9, Farming-fishing, Black, Male,40, USA, No
36, Private,9, Other-service, White, Female,18, USA, No
59, Government,9, Adm-clerical, White, Female,38, USA, Yes
34, Government,9, Protective-serv, White, Male,40, Other, No
53, Self,16, Business, White, Male,70, USA, Yes
51, Private,13, Business, White, Male,55, USA, Yes
32, Private,6, Other-service, White, Female,42, USA, No
31, Government,10, Other-service, White, Male,40, USA, No
22, Private,10, Business, White, Female,30, Other, No
47, Self,13, Business, White, Female,50, USA, No
32, Private,9, Machine-op-inspct, White, Male,40, USA, No
26, Private,10, Farming-fishing, White, Female,38, USA, No
37, Private,3, Farming-fishing, White, Male,32, Other, No
31, Private,9, Craft-repair, White, Male,55, USA, No
37, Private,11, Tech-support, White, Female,24, USA, Yes
55, Private,9, Business, White, Male,38, USA, No
23, Government,11, Tech-support, White, Male,56, USA, No
36, Private,10, Adm-clerical, White, Female,40, USA, No
34, Private,14, Prof-specialty, White, Male,40, ?, No
43, Private,13, Business, White, Male,50, USA, Yes
54, Private,10, Tech-support, White, Male,40, USA, No
43, Government,10, Craft-repair, White, Male,40, ?, No
28, Private,11, Machine-op-inspct, White, Female,42, USA, No
40, Private,11, Business, White, Male,50, USA, Yes
41, Self,10, Business, White, Male,60, USA, No
40, Private,13, Business, Other, Female,55, USA, Yes
42, Private,10, Adm-clerical, Black, Female,38, USA, No
61, Self,9, Farming-fishing, White, Male,50, USA, No
18, Private,8, Machine-op-inspct, White, Male,30, USA, No
59, ?,9, ?, White, Male,16, USA, No
21, ?,9, ?, White, Female,40, USA, No
48, Private,11, Tech-support, White, Male,50, USA, Yes
41, Self,13, Tech-support, White, Male,40, USA, No
18, ?,10, ?, White, Male,33, USA, No
23, Private,9, Business, White, Female,40, USA, No
60, Private,9, Transport-moving, White, Male,60, USA, Yes
22, Private,10, Other-service, Black, Male,20, USA, No
61, Private,9, Machine-op-inspct, White, Male,40, USA, No
25, Private,9, Machine-op-inspct, Black, Male,40, USA, No
46, Private,14, Tech-support, White, Male,35, USA, Yes
43, Private,13, Business, White, Male,40, Other, Yes
43, Private,12, Craft-repair, White, Male,40, USA, No
24, Private,9, Other-service, Black, Male,30, USA, No
68, Self,7, Farming-fishing, White, Male,20, USA, No
31, Private,9, Adm-clerical, White, Female,38, USA, No
17, Private,7, Business, White, Female,20, USA, No
32, Private,9, Craft-repair, White, Male,48, USA, Yes
50, ?,14, ?, White, Male,40, USA, No
33, Private,13, Prof-specialty, White, Male,47, USA, Yes
64, Private,13, Prof-specialty, White, Male,40, USA, Yes
20, Private,9, Transport-moving, White, Male,30, USA, No
30, Private,9, Other-service, White, Female,36, USA, No
22, ?,10, ?, Black, Male,40, USA, No
43, Private,10, Business, White, Male,45, USA, No
22, Private,10, Adm-clerical, White, Male,40, USA, No
17, Private,6, Farming-fishing, White, Male,20, USA, No
47, Self,9, Other-service, White, Female,75, Other, No
41, Private,11, Prof-specialty, White, Female,60, USA, No
56, Private,10, Craft-repair, White, Male,50, USA, Yes
64, Private,9, Transport-moving, White, Male,45, USA, No
